# ensayo 2026-09-06 12:52:58
# lc1_cuentas_por_N=0  lc2_cuentas_por_N=0.0  lc2_tara=0
# repeticiones_pedidas=2  B=1.000 rev (posicion)
# lc1_base ya lleva restada la tara del firmware; lc1_raw y lc2_raw son crudas
t_ms,t_rel_s,rep,fase,pos_rev,lc1_raw,lc1_base,lc2_raw,rpm,par_x10,ref_rpm,lim_a,lim_b,estado,work_us
995228,4.803,1,volviendo_a_A,0.7419,8366,16,-65936,-19,-29,-15,0,0,4,10882
995278,4.853,1,volviendo_a_A,0.7278,8366,15,-69627,-17,-28,-15,0,0,4,10996
995328,4.903,1,volviendo_a_A,0.7169,8366,14,-70360,-13,-30,-15,0,0,4,10998
995378,4.953,1,volviendo_a_A,0.7044,8366,13,-70629,-15,-31,-15,0,0,4,10997
995428,5.003,1,volviendo_a_A,0.6911,8362,13,-71530,-16,-33,-15,0,0,4,10886
995478,5.053,1,volviendo_a_A,0.6744,8362,13,-67235,-20,-24,-15,0,0,4,10996
995528,5.103,1,volviendo_a_A,0.6603,8362,13,-72354,-17,-28,-15,0,0,4,10994
995578,5.153,1,volviendo_a_A,0.6478,8362,12,-68703,-15,-25,-15,0,0,4,11002
995628,5.203,1,volviendo_a_A,0.6369,8360,11,-68784,-13,-29,-15,0,0,4,10878
995678,5.253,1,volviendo_a_A,0.6244,8360,10,-69891,-15,-26,-15,0,0,4,10996
995728,5.303,1,volviendo_a_A,0.6103,8360,9,-71838,-17,-24,-15,0,0,4,10997
995778,5.353,1,volviendo_a_A,0.5986,8360,9,-68845,-14,-23,-15,0,0,4,10997
995828,5.403,1,volviendo_a_A,0.5894,8361,8,-72136,-11,-32,-15,0,0,4,10881
995878,5.453,1,volviendo_a_A,0.5736,8361,7,-69017,-19,-28,-15,0,0,4,10997
995928,5.503,1,volviendo_a_A,0.5594,8361,7,-68656,-17,-20,-15,0,0,4,10994
995978,5.553,1,volviendo_a_A,0.5494,8361,7,-66595,-12,-23,-15,0,0,4,10997
996028,5.603,1,volviendo_a_A,0.5378,8362,7,-63600,-14,-27,-15,0,0,4,10884
996078,5.653,1,volviendo_a_A,0.5236,8362,6,-66857,-17,-28,-15,0,0,4,10997
996128,5.703,1,volviendo_a_A,0.5094,8362,7,-66736,-17,-26,-15,0,0,4,10995
996178,5.753,1,volviendo_a_A,0.4986,8362,7,-67153,-13,-32,-15,0,0,4,10996
996228,5.803,1,volviendo_a_A,0.4886,8370,8,-69820,-12,-34,-15,0,0,4,10884
996278,5.853,1,volviendo_a_A,0.4728,8370,8,-65639,-19,-27,-15,0,0,4,10996
996328,5.903,1,volviendo_a_A,0.4569,8370,9,-69838,-19,-29,-15,0,0,4,10995
996378,5.953,1,volviendo_a_A,0.4436,8370,10,-68809,-16,-21,-15,0,0,4,10996
996428,6.003,1,volviendo_a_A,0.4328,8412,13,-71036,-13,-26,-15,0,0,4,10884
996478,6.053,1,volviendo_a_A,0.4228,8412,16,-74479,-12,-31,-15,0,0,4,10996
996528,6.103,1,volviendo_a_A,0.4078,8412,22,-77008,-18,-24,-15,0,0,4,10995
996578,6.153,1,volviendo_a_A,0.3961,8412,28,-74221,-14,-22,-15,0,0,4,10995
996628,6.203,1,volviendo_a_A,0.3869,8434,35,-77164,-11,-33,-15,0,0,4,10883
996678,6.253,1,volviendo_a_A,0.3728,8434,43,-76629,-17,-25,-15,0,0,4,10997
996728,6.303,1,volviendo_a_A,0.3578,8434,51,-76502,-18,-29,-15,0,0,4,10996
996778,6.353,1,volviendo_a_A,0.3461,8434,59,-75423,-14,-24,-15,0,0,4,10997
996828,6.403,1,volviendo_a_A,0.3369,8440,66,-72176,-11,-36,-15,0,0,4,10883
996878,6.453,1,volviendo_a_A,0.3236,8440,72,-75533,-16,-31,-15,0,0,4,10996
996928,6.503,1,volviendo_a_A,0.3128,8440,77,-76336,-13,-27,-15,0,0,4,10995
996978,6.553,1,volviendo_a_A,0.3028,8440,81,-77175,-12,-34,-15,0,0,4,10998
997028,6.603,1,volviendo_a_A,0.2894,8445,83,-79226,-16,-29,-15,0,0,4,10888
997078,6.653,1,volviendo_a_A,0.2761,8445,84,-76149,-16,-27,-15,0,0,4,10996
997128,6.703,1,volviendo_a_A,0.2636,8445,86,-80304,-15,-28,-15,0,0,4,10996
997178,6.753,1,volviendo_a_A,0.2519,8445,87,-79075,-14,-29,-15,0,0,4,10997
997228,6.803,1,volviendo_a_A,0.2378,8444,88,-78872,-17,-34,-15,0,0,4,10883
997278,6.853,1,volviendo_a_A,0.2236,8444,89,-79365,-17,-31,-15,0,0,4,10995
997328,6.903,1,volviendo_a_A,0.2094,8444,89,-81674,-17,-22,-15,0,0,4,10994
997378,6.953,1,volviendo_a_A,0.1969,8444,90,-77683,-15,-22,-15,0,0,4,10997
997428,7.003,1,volviendo_a_A,0.1853,8438,90,-80712,-14,-31,-15,0,0,4,10885
997478,7.053,1,volviendo_a_A,0.1719,8438,90,-79921,-16,-28,-15,0,0,4,10998
997528,7.103,1,volviendo_a_A,0.1569,8438,90,-77916,-18,-22,-15,0,0,4,10995
997578,7.153,1,volviendo_a_A,0.1411,8438,89,-75063,-19,-17,-15,0,0,4,10997
997628,7.203,1,volviendo_a_A,0.1311,8424,87,-74042,-12,-23,-15,0,0,4,10884
997678,7.253,1,volviendo_a_A,0.1219,8424,85,-75939,-11,-32,-15,0,0,4,10995
997728,7.303,1,volviendo_a_A,0.1061,8424,83,-76854,-19,-26,-15,0,0,4,10997
997778,7.353,1,volviendo_a_A,0.0936,8424,80,-78017,-15,-21,-15,0,0,4,10996
997828,7.403,1,volviendo_a_A,0.0853,8439,78,-76448,-10,-30,-15,0,0,4,10888
997878,7.453,1,volviendo_a_A,0.0703,8439,76,-75605,-18,-27,-15,0,0,4,10995
997928,7.503,1,volviendo_a_A,0.0553,8439,76,-78736,-18,-26,-15,0,0,4,10996
997978,7.553,1,volviendo_a_A,0.0444,8439,76,-78279,-13,-21,-15,0,0,4,10995
998028,7.603,1,volviendo_a_A,0.0336,8411,77,-78292,-13,-33,-15,0,0,4,10886
998078,7.653,1,volviendo_a_A,0.0211,8411,78,-78303,-15,-29,-15,0,0,4,10995
998128,7.703,1,volviendo_a_A,0.0061,8411,77,-81306,-18,-22,0,0,0,3,10996
998178,7.753,1,volviendo_a_A,0.0061,8411,76,-73023,0,-21,15,0,0,5,10995
998228,7.803,2,hacia_B,0.0069,8404,73,-73378,1,-5,15,0,0,5,10884
998278,7.853,2,hacia_B,0.0078,8404,68,-71241,1,6,15,0,0,5,10997
998328,7.903,2,hacia_B,0.0094,8404,62,-71918,2,15,15,0,0,5,10997
998378,7.953,2,hacia_B,0.0136,8404,58,-73249,5,18,15,0,0,5,10996
998428,8.003,2,hacia_B,0.0236,8433,55,-74448,12,15,15,0,0,5,10881
998478,8.053,2,hacia_B,0.0294,8433,56,-80407,7,28,15,0,0,5,10996
998528,8.103,2,hacia_B,0.0403,8433,59,-78830,13,19,15,0,0,5,10996
998578,8.153,2,hacia_B,0.0469,8433,62,-76663,8,26,15,0,0,5,10996
998628,8.203,2,hacia_B,0.0603,8419,63,-75888,16,26,15,0,0,5,10883
998678,8.253,2,hacia_B,0.0711,8419,64,-74795,13,25,15,0,0,5,10998
998728,8.303,2,hacia_B,0.0828,8419,66,-72626,14,26,15,0,0,5,10993
998778,8.353,2,hacia_B,0.0969,8419,67,-76391,17,23,15,0,0,5,10997
998828,8.403,2,hacia_B,0.1103,8416,71,-81986,16,28,15,0,0,5,10884
998878,8.453,2,hacia_B,0.1236,8416,72,-91051,16,21,15,0,0,5,10996
998928,8.503,2,hacia_B,0.1336,8416,71,-86628,12,27,15,0,0,5,10995
998978,8.553,2,hacia_B,0.1436,8416,69,-80189,12,35,15,0,0,5,10998
999028,8.603,2,hacia_B,0.1586,8384,67,-74668,18,26,15,0,0,5,10885
999078,8.653,2,hacia_B,0.1711,8384,65,-71439,15,21,15,0,0,5,10996
999128,8.703,2,hacia_B,0.1819,8384,62,-66824,13,25,15,0,0,5,10996
999178,8.753,2,hacia_B,0.1936,8384,58,-69961,14,34,15,0,0,5,10997
999228,8.803,2,hacia_B,0.2078,8440,51,-70250,17,31,15,0,0,5,10883
999278,8.853,2,hacia_B,0.2186,8440,47,-73837,13,24,15,0,0,5,10995
999328,8.903,2,hacia_B,0.2286,8440,47,-79900,12,33,15,0,0,5,10999
999378,8.953,2,hacia_B,0.2419,8440,50,-80859,16,26,15,0,0,5,10995
999428,9.003,2,hacia_B,0.2544,8368,53,-78766,15,23,15,0,0,5,10884
999478,9.053,2,hacia_B,0.2653,8368,55,-76567,13,32,15,0,0,5,10996
999528,9.103,2,hacia_B,0.2769,8368,55,-69666,14,36,15,0,0,5,10997
999578,9.153,2,hacia_B,0.2919,8368,53,-69589,18,31,15,0,0,5,10995
999628,9.203,2,hacia_B,0.3028,8442,51,-69812,13,26,15,0,0,5,10888
999678,9.253,2,hacia_B,0.3119,8442,51,-70495,11,36,15,0,0,5,10992
999728,9.303,2,hacia_B,0.3269,8442,52,-79424,18,34,15,0,0,5,10996
999778,9.353,2,hacia_B,0.3411,8442,52,-80921,17,35,15,0,0,5,10995
999828,9.403,2,hacia_B,0.3528,8370,52,-79498,14,33,15,0,0,5,10886
999878,9.453,2,hacia_B,0.3653,8370,52,-76109,15,32,15,0,0,5,10994
999928,9.503,2,hacia_B,0.3794,8370,52,-69086,17,27,15,0,0,5,10999
999978,9.553,2,hacia_B,0.3936,8370,52,-68977,17,32,15,0,0,5,10997
1000028,9.603,2,hacia_B,0.4078,8452,52,-68024,17,22,15,0,0,5,10882
1000078,9.653,2,hacia_B,0.4236,8452,50,-66625,19,21,15,0,0,5,10996
1000128,9.703,2,hacia_B,0.4353,8452,50,-70594,14,22,15,0,0,5,10996
1000178,9.753,2,hacia_B,0.4436,8452,51,-75937,10,28,15,0,0,5,10996
1000228,9.803,2,hacia_B,0.4586,8373,53,-80238,18,25,15,0,0,5,10882
1000278,9.853,2,hacia_B,0.4736,8373,56,-78667,18,22,15,0,0,5,10996
1000328,9.903,2,hacia_B,0.4853,8373,58,-75968,14,23,15,0,0,5,10996
1000378,9.953,2,hacia_B,0.4969,8373,59,-68843,14,22,15,0,0,5,10996
1000428,10.003,2,hacia_B,0.5078,8411,57,-65722,13,27,15,0,0,5,10882
1000478,10.053,2,hacia_B,0.5236,8411,52,-70713,19,24,15,0,0,5,10996
1000528,10.103,2,hacia_B,0.5353,8411,45,-67240,14,20,15,0,0,5,10998
1000578,10.153,2,hacia_B,0.5444,8411,39,-67277,11,30,15,0,0,5,10997
1000628,10.203,2,hacia_B,0.5586,8381,37,-72250,17,27,15,0,0,5,10887
1000678,10.253,2,hacia_B,0.5736,8381,37,-75229,18,22,15,0,0,5,10995
1000728,10.303,2,hacia_B,0.5894,8381,38,-67518,19,18,15,0,0,5,10996
1000778,10.353,2,hacia_B,0.6011,8381,39,-67935,14,18,15,0,0,5,10996
1000828,10.403,2,hacia_B,0.6111,8445,41,-67998,12,26,15,0,0,5,10883
1000878,10.453,2,hacia_B,0.6253,8445,47,-65669,17,23,15,0,0,5,10997
1000928,10.503,2,hacia_B,0.6394,8445,54,-68690,17,20,15,0,0,5,10995
1000978,10.553,2,hacia_B,0.6486,8445,58,-79189,11,25,15,0,0,5,10997
1001028,10.603,2,hacia_B,0.6603,8417,59,-85050,14,23,15,0,0,5,10883
1001078,10.653,2,hacia_B,0.6744,8417,60,-86777,17,27,15,0,0,5,10996
1001128,10.703,2,hacia_B,0.6886,8417,63,-86892,17,21,15,0,0,5,10997
1001178,10.753,2,hacia_B,0.6994,8417,67,-80883,13,24,15,0,0,5,10996
1001228,10.803,2,hacia_B,0.7086,8451,72,-83794,11,24,15,0,0,5,10883
1001278,10.853,2,hacia_B,0.7228,8451,77,-85539,17,25,15,0,0,5,10994
1001328,10.903,2,hacia_B,0.7353,8451,77,-82948,15,22,15,0,0,5,10997
1001378,10.953,2,hacia_B,0.7469,8451,78,-84671,14,26,15,0,0,5,10996
1001428,11.003,2,hacia_B,0.7603,8441,79,-87846,16,23,15,0,0,5,10884
1001478,11.053,2,hacia_B,0.7736,8441,82,-88817,16,24,15,0,0,5,10996
1001528,11.103,2,hacia_B,0.7861,8441,85,-84754,15,20,15,0,0,5,10994
1001578,11.153,2,hacia_B,0.7944,8441,88,-88953,10,33,15,0,0,5,10997
1001628,11.203,2,hacia_B,0.8053,8439,91,-87208,13,34,15,0,0,5,10886
1001678,11.253,2,hacia_B,0.8128,8439,91,-86419,9,37,15,0,0,5,10996
1001728,11.303,2,hacia_B,0.8228,8439,92,-88488,12,39,15,0,0,5,10996
1001778,11.353,2,hacia_B,0.8286,8439,90,-92005,7,46,15,0,0,5,10997
1001828,11.403,2,hacia_B,0.8411,8443,89,-89392,15,36,15,0,0,5,10886
1001878,11.453,2,hacia_B,0.8478,8443,88,-86719,8,45,15,0,0,5,10996
1001928,11.503,2,hacia_B,0.8561,8443,88,-87934,10,53,0,0,1,3,10997
1001978,11.553,2,hacia_B,0.8569,8443,89,-88333,1,48,-15,0,1,4,10997
1002028,11.603,2,volviendo_a_A,0.8569,8434,88,-86544,0,27,-15,0,1,4,10884
1002078,11.653,2,volviendo_a_A,0.8569,8434,88,-81289,0,15,-15,0,1,4,10996
1002128,11.703,2,volviendo_a_A,0.8561,8434,86,-77422,-1,9,-15,0,1,4,10996
1002178,11.753,2,volviendo_a_A,0.8561,8434,86,-74921,0,-4,-15,0,1,4,10996
1002228,11.803,2,volviendo_a_A,0.8553,8407,85,-77132,-1,-14,-15,0,1,4,10883
1002278,11.853,2,volviendo_a_A,0.8536,8407,83,-78249,-2,-25,-15,0,1,4,10997
1002328,11.903,2,volviendo_a_A,0.8494,8407,80,-78722,-5,-26,-15,0,1,4,10996
1002378,11.953,2,volviendo_a_A,0.8403,8407,75,-73563,-11,-30,-15,0,1,4,10998
1002428,12.003,2,volviendo_a_A,0.8344,8363,70,-70572,-7,-35,-15,0,1,4,10884
1002478,12.053,2,volviendo_a_A,0.8219,8363,63,-67247,-15,-29,-15,0,0,4,10996
1002528,12.103,2,volviendo_a_A,0.8119,8363,56,-72440,-12,-34,-15,0,0,4,10995
1002578,12.153,2,volviendo_a_A,0.7978,8363,47,-68921,-17,-33,-15,0,0,4,10998
1002628,12.203,2,volviendo_a_A,0.7844,8360,38,-68004,-16,-34,-15,0,0,4,10884
1002678,12.253,2,volviendo_a_A,0.7736,8360,29,-68725,-13,-32,-15,0,0,4,10996
1002728,12.303,2,volviendo_a_A,0.7611,8360,21,-67700,-15,-32,-15,0,0,4,10995
1002778,12.353,2,volviendo_a_A,0.7494,8360,15,-67319,-14,-31,-15,0,0,4,10997
1002828,12.403,2,volviendo_a_A,0.7336,8423,14,-64246,-19,-28,-15,0,0,4,10885
1002878,12.453,2,volviendo_a_A,0.7203,8423,17,-65449,-16,-27,-15,0,0,4,10995
1002928,12.503,2,volviendo_a_A,0.7094,8423,23,-70220,-13,-30,-15,0,0,4,10994
1002978,12.553,2,volviendo_a_A,0.6969,8423,31,-75355,-15,-34,-15,0,0,4,10996
1003028,12.603,2,volviendo_a_A,0.6844,8360,37,-77020,-15,-36,-15,0,0,4,10884
1003078,12.653,2,volviendo_a_A,0.6686,8360,41,-69979,-19,-27,-15,0,0,4,10996
1003128,12.703,2,volviendo_a_A,0.6544,8360,44,-69946,-17,-22,-15,0,0,4,10996
1003178,12.753,2,volviendo_a_A,0.6428,8360,44,-68103,-14,-23,-15,0,0,4,10998
1003228,12.803,2,volviendo_a_A,0.6319,8423,42,-67438,-13,-26,-15,0,0,4,10882
1003278,12.853,2,volviendo_a_A,0.6203,8423,35,-70085,-14,-29,-15,0,0,4,10995
1003328,12.903,2,volviendo_a_A,0.6044,8423,28,-70664,-19,-22,-15,0,0,4,10998
1003378,12.953,2,volviendo_a_A,0.5919,8423,28,-67743,-15,-25,-15,0,0,4,10996
1003428,13.003,2,volviendo_a_A,0.5836,8437,31,-82970,-10,-31,-15,0,0,4,10883
1003478,13.053,2,volviendo_a_A,0.5678,8437,36,-86847,-19,-33,-15,0,0,4,10996
1003528,13.103,2,volviendo_a_A,0.5528,8437,43,-88950,-18,-28,-15,0,0,4,10994
1003578,13.153,2,volviendo_a_A,0.5419,8437,53,-88459,-13,-27,-15,0,0,4,10997
1003628,13.203,2,volviendo_a_A,0.5311,8422,63,-90930,-13,-29,-15,0,0,4,10883
1003678,13.253,2,volviendo_a_A,0.5186,8422,73,-99357,-15,-30,-15,0,0,4,10996
1003728,13.303,2,volviendo_a_A,0.5044,8422,81,-97416,-17,-30,-15,0,0,4,10996
1003778,13.353,2,volviendo_a_A,0.4936,8422,81,-95425,-13,-25,-15,0,0,4,10997
1003828,13.403,2,volviendo_a_A,0.4836,8361,78,-91566,-12,-31,-15,0,0,4,10881
1003878,13.453,2,volviendo_a_A,0.4678,8361,73,-79331,-19,-28,-15,0,0,4,10994
1003928,13.503,2,volviendo_a_A,0.4528,8361,65,-72574,-18,-25,-15,0,0,4,10995
1003978,13.553,2,volviendo_a_A,0.4386,8361,56,-67983,-17,-18,-15,0,0,4,10996
1004028,13.603,2,volviendo_a_A,0.4286,8387,46,-68578,-12,-25,-15,0,0,4,10886
1004078,13.653,2,volviendo_a_A,0.4186,8387,38,-70739,-12,-36,-15,0,0,4,10997
1004128,13.703,2,volviendo_a_A,0.4036,8387,32,-74788,-18,-26,-15,0,0,4,10995
1004178,13.753,2,volviendo_a_A,0.3919,8387,28,-78437,-14,-23,-15,0,0,4,10997
1004228,13.803,2,volviendo_a_A,0.3828,8380,25,-88026,-11,-34,-15,0,0,4,10880
1004278,13.853,2,volviendo_a_A,0.3686,8380,25,-94693,-17,-28,-15,0,0,4,10996
1004328,13.903,2,volviendo_a_A,0.3536,8380,25,-105366,-18,-20,-15,0,0,4,10997
1004378,13.953,2,volviendo_a_A,0.3419,8380,28,-109829,-14,-23,-15,0,0,4,10995
1004428,14.003,2,volviendo_a_A,0.3336,8371,29,-109752,-10,-33,-15,0,0,4,10885
1004478,14.053,2,volviendo_a_A,0.3194,8371,29,-111667,-17,-32,-15,0,0,4,10996
1004528,14.103,2,volviendo_a_A,0.3086,8371,28,-110054,-13,-26,-15,0,0,4,10995
1004578,14.153,2,volviendo_a_A,0.2978,8371,26,-111449,-13,-34,-15,0,0,4,10998
1004628,14.203,2,volviendo_a_A,0.2844,8364,23,-118524,-16,-36,-15,0,0,4,10885
1004678,14.253,2,volviendo_a_A,0.2711,8364,20,-118413,-16,-28,-15,0,0,4,10999
1004728,14.303,2,volviendo_a_A,0.2578,8364,18,-130560,-16,-28,-15,0,0,4,10992
1004778,14.353,2,volviendo_a_A,0.2453,8364,16,-134003,-15,-28,-15,0,0,4,10996
